0,90000000,20.0,1716788413.4
1,90100000,5.0,1716788413.4
2,90200000,-5.7,1716788413.4
3,90300000,-6.3,1716788413.4
4,90400000,-6.5,1716788413.4
5,90500000,-5.7,1716788413.4
6,90600000,12.6,1716788413.4
7,90700000,-5.4,1716788413.4
8,90800000,-5.9,1716788413.4
9,90900000,0.1,1716788413.4
10,91000000,-6.0,1716788413.4
11,91100000,-5.5,1716788413.4
12,91200000,-5.6,1716788413.4
13,91300000,-3.6,1716788413.4
14,91400000,-5.7,1716788413.4
15,91500000,-5.4,1716788413.4
16,91600000,-5.4,1716788413.4
17,91700000,-4.5,1716788413.4
18,91800000,27.2,1716788413.4
19,91900000,-4.7,1716788413.4
20,92000000,-5.5,1716788413.4
21,92100000,-4.2,1716788413.4
22,92200000,-5.9,1716788413.4
23,92300000,-5.5,1716788413.4
24,92400000,-3.9,1716788413.4
25,92500000,3.3,1716788413.4
26,92600000,39.5,1716788413.4
27,92700000,5.5,1716788413.4
28,92800000,-5.2,1716788413.4
29,92900000,-3.6,1716788413.4
30,93000000,-5.9,1716788413.4
31,93100000,6.8,1716788413.4
32,93200000,-6.3,1716788413.4
33,93300000,-4.9,1716788413.4
34,93400000,-3.5,1716788413.4
35,93500000,19.2,1716788413.4
36,93600000,-5.3,1716788413.4
37,93700000,-6.0,1716788413.4
38,93800000,-4.8,1716788413.4
39,93900000,-6.6,1716788413.4
40,94000000,-5.8,1716788413.4
41,94100000,14.4,1716788413.4
42,94200000,-6.4,1716788413.4
43,94300000,-7.1,1716788413.4
44,94400000,-6.8,1716788413.4
45,94500000,-6.9,1716788413.4
46,94600000,-1.3,1716788413.4
47,94700000,-6.1,1716788413.4
48,94800000,9.4,1716788413.4
49,94900000,40.8,1716788413.4
50,95000000,7.9,1716788413.4
51,95100000,-6.3,1716788413.4
52,95200000,-6.0,1716788413.4
53,95300000,4.9,1716788413.4
54,95400000,-6.5,1716788413.4
55,95500000,-5.8,1716788413.4
56,95600000,-5.3,1716788413.4
57,95700000,-6.7,1716788413.4
58,95800000,-6.5,1716788413.4
59,95900000,-6.5,1716788413.4
60,96000000,-6.4,1716788413.4
61,96100000,-6.5,1716788413.4
62,96200000,-6.7,1716788413.4
63,96300000,-6.7,1716788413.4
64,96400000,-6.2,1716788413.4
65,96500000,15.9,1716788413.4
66,96600000,-6.2,1716788413.4
67,96700000,-6.7,1716788413.4
68,96800000,-6.1,1716788413.4
69,96900000,-6.0,1716788413.4
70,97000000,11.9,1716788413.4
71,97100000,-6.1,1716788413.4
72,97200000,-5.1,1716788413.4
73,97300000,-5.5,1716788413.4
74,97400000,-7.0,1716788413.4
75,97500000,-6.1,1716788413.4
76,97600000,-4.9,1716788413.4
77,97700000,-7.1,1716788413.4
78,97800000,-6.9,1716788413.4
79,97900000,-6.5,1716788413.4
80,98000000,-6.3,1716788413.4
81,98100000,0.3,1716788413.4
82,98200000,-6.7,1716788413.4
83,98300000,-5.2,1716788413.4
84,98400000,-6.7,1716788413.4
85,98500000,-5.7,1716788413.4
86,98600000,-6.1,1716788413.4
87,98700000,-6.3,1716788413.4
88,98800000,-5.3,1716788413.4
89,98900000,29.2,1716788413.4
90,99000000,-4.3,1716788413.4
91,99100000,-6.4,1716788413.4
92,99200000,-5.9,1716788413.4
93,99300000,-5.0,1716788413.4
94,99400000,0.7,1716788413.4
95,99500000,38.3,1716788413.4
96,99600000,-1.1,1716788413.4
97,99700000,-5.7,1716788413.4
98,99800000,-4.3,1716788413.4
99,99900000,12.0,1716788413.4
100,100000000,10.7,1716788413.4
9.9E37,9.9E37,9.9E37,1716788413.4
0,90000000,20.1,1716788414.3
1,90100000,5.2,1716788414.3
2,90200000,-5.7,1716788414.3
3,90300000,-6.8,1716788414.3
4,90400000,-6.2,1716788414.3
5,90500000,-2.1,1716788414.3
6,90600000,12.4,1716788414.3
7,90700000,-5.1,1716788414.3
8,90800000,-5.6,1716788414.3
9,90900000,0.1,1716788414.3
10,91000000,-5.6,1716788414.3
11,91100000,-5.0,1716788414.3
12,91200000,-5.9,1716788414.3
13,91300000,-4.6,1716788414.3
