0,1570000000,-4.1,1716788318.6
1,1570100000,-5.3,1716788318.6
2,1570200000,-5.2,1716788318.6
3,1570300000,-5.7,1716788318.6
4,1570400000,-5.6,1716788318.6
5,1570500000,-5.8,1716788318.6
6,1570600000,-5.4,1716788318.6
7,1570700000,-5.7,1716788318.6
8,1570800000,-6.1,1716788318.6
9,1570900000,-6.2,1716788318.6
10,1571000000,-5.1,1716788318.6
11,1571100000,-5.2,1716788318.6
12,1571200000,-5.7,1716788318.6
13,1571300000,-5.4,1716788318.6
14,1571400000,-5.0,1716788318.6
15,1571500000,-5.1,1716788318.6
16,1571600000,-4.8,1716788318.6
17,1571700000,-5.2,1716788318.6
18,1571800000,-6.0,1716788318.6
19,1571900000,-5.5,1716788318.6
20,1572000000,-5.8,1716788318.6
21,1572100000,-6.0,1716788318.6
22,1572200000,-5.1,1716788318.6
23,1572300000,-6.0,1716788318.6
24,1572400000,-5.5,1716788318.6
25,1572500000,-5.7,1716788318.6
26,1572600000,-5.8,1716788318.6
27,1572700000,-5.3,1716788318.6
28,1572800000,-5.9,1716788318.6
29,1572900000,-4.6,1716788318.6
30,1573000000,-5.5,1716788318.6
31,1573100000,-5.4,1716788318.6
32,1573200000,-5.2,1716788318.6
33,1573300000,-6.0,1716788318.6
34,1573400000,-5.2,1716788318.6
35,1573500000,-5.5,1716788318.6
36,1573600000,-6.0,1716788318.6
37,1573700000,-5.5,1716788318.6
38,1573800000,-5.5,1716788318.6
39,1573900000,-6.1,1716788318.6
40,1574000000,-5.7,1716788318.6
41,1574100000,-5.5,1716788318.6
42,1574200000,-5.7,1716788318.6
43,1574300000,-5.8,1716788318.6
44,1574400000,-6.1,1716788318.6
45,1574500000,-5.9,1716788318.6
46,1574600000,-5.2,1716788318.6
47,1574700000,-5.5,1716788318.6
48,1574800000,-5.5,1716788318.6
49,1574900000,-5.6,1716788318.6
50,1575000000,-5.6,1716788318.6
51,1575100000,-3.8,1716788318.6
52,1575200000,-5.6,1716788318.6
53,1575300000,-5.7,1716788318.6
54,1575400000,-5.5,1716788318.6
55,1575500000,-5.8,1716788318.6
56,1575600000,-5.2,1716788318.6
57,1575700000,-5.4,1716788318.6
58,1575800000,-5.7,1716788318.6
59,1575900000,-5.5,1716788318.6
60,1576000000,-5.9,1716788318.6
61,1576100000,-5.4,1716788318.6
62,1576200000,-5.7,1716788318.6
63,1576300000,-5.8,1716788318.6
64,1576400000,-5.7,1716788318.6
65,1576500000,-5.8,1716788318.6
66,1576600000,-5.7,1716788318.6
67,1576700000,-5.6,1716788318.6
68,1576800000,-5.5,1716788318.6
69,1576900000,-5.5,1716788318.6
70,1577000000,-5.7,1716788318.6
71,1577100000,-5.8,1716788318.6
72,1577200000,-5.4,1716788318.6
73,1577300000,-5.6,1716788318.6
74,1577400000,-5.4,1716788318.6
75,1577500000,-5.8,1716788318.6
76,1577600000,-6.0,1716788318.6
77,1577700000,-5.7,1716788318.6
78,1577800000,-5.6,1716788318.6
79,1577900000,-6.0,1716788318.6
80,1578000000,-5.6,1716788318.6
81,1578100000,-6.1,1716788318.6
82,1578200000,-5.7,1716788318.6
83,1578300000,-6.1,1716788318.6
84,1578400000,-5.6,1716788318.6
85,1578500000,-5.9,1716788318.6
86,1578600000,-5.8,1716788318.6
87,1578700000,-5.6,1716788318.6
88,1578800000,-5.6,1716788318.6
89,1578900000,-5.6,1716788318.6
90,1579000000,-5.9,1716788318.6
91,1579100000,-6.2,1716788318.6
92,1579200000,-5.5,1716788318.6
93,1579300000,-5.9,1716788318.6
94,1579400000,-5.6,1716788318.6
95,1579500000,-5.2,1716788318.6
96,1579600000,-5.6,1716788318.6
97,1579700000,-5.7,1716788318.6
98,1579800000,-5.4,1716788318.6
99,1579900000,-5.8,1716788318.6
100,1580000000,-5.2,1716788318.6
9.9E37,9.9E37,9.9E37,1716788318.6
0,1570000000,-5.2,1716788319.5
1,1570100000,-5.5,1716788319.5
2,1570200000,-6.0,1716788319.5
3,1570300000,-5.8,1716788319.5
4,1570400000,-5.3,1716788319.5
5,1570500000,-5.9,1716788319.5
6,1570600000,-5.6,1716788319.5
7,1570700000,-6.2,1716788319.5
8,1570800000,-5.5,1716788319.5
9,1570900000,-5.5,1716788319.5
10,1571000000,-5.8,1716788319.5
11,1571100000,-5.4,1716788319.5
12,1571200000,-5.8,1716788319.5
13,1571300000,-5.9,1716788319.5
14,1571400000,-6.0,1716788319.5
15,1571500000,-5.4,1716788319.5
16,1571600000,-6.0,1716788319.5
17,1571700000,-5.4,1716788319.5
18,1571800000,-6.1,1716788319.5
19,1571900000,-5.9,1716788319.5
20,1572000000,-5.7,1716788319.5
21,1572100000,-5.9,1716788319.5
22,1572200000,-5.8,1716788319.5
23,1572300000,-5.8,1716788319.5
24,1572400000,-5.9,1716788319.5
25,1572500000,-5.3,1716788319.5
26,1572600000,-5.8,1716788319.5
27,1572700000,-5.3,1716788319.5
28,1572800000,-5.4,1716788319.5
29,1572900000,-4.0,1716788319.5
30,1573000000,-5.0,1716788319.5
31,1573100000,-5.5,1716788319.5
32,1573200000,-5.7,1716788319.5
33,1573300000,-6.2,1716788319.5
34,1573400000,-6.1,1716788319.5
35,1573500000,-5.3,1716788319.5
36,1573600000,-5.7,1716788319.5
37,1573700000,-5.6,1716788319.5
38,1573800000,-5.7,1716788319.5
39,1573900000,-5.6,1716788319.5
40,1574000000,-5.8,1716788319.5
41,1574100000,-5.5,1716788319.5
42,1574200000,-5.4,1716788319.5
43,1574300000,-5.6,1716788319.5
44,1574400000,-5.6,1716788319.5
45,1574500000,-5.8,1716788319.5
46,1574600000,-5.4,1716788319.5
47,1574700000,-5.6,1716788319.5
